TaskType,PriTaskModality,TargetSize,TargetDestDistance,PathDir,PriTaskElapsed,RotTaskElapsed,NumbWrongDeselection,NumbPathExit,PathFirstSegExit,PathMidSegExit,PathLastSegExit,NumbMismatchRotTask,Time Stamp
1,GazeGesture,medium,30.000,down,4.163,9999.000,9999.000,9999.000,0,4,0,4,0,9999.000,9999.000,9999,16Sep / 12:48:34 AM
1,GazeGesture,medium,30.000,down,1.814,9999.000,9999.000,9999.000,0,1,0,1,0,9999.000,9999.000,9999,16Sep / 12:48:47 AM
1,GazeGesture,medium,30.000,down,3.834,9999.000,9999.000,9999.000,1,0,0,0,0,9999.000,9999.000,9999,16Sep / 12:48:54 AM
1,GazeGesture,medium,30.000,down,1.029,9999.000,9999.000,9999.000,0,3,1,2,0,9999.000,9999.000,9999,16Sep / 12:48:57 AM
1,GazeGesture,medium,30.000,down,7.122,9999.000,9999.000,9999.000,0,9,6,0,3,9999.000,9999.000,9999,16Sep / 12:54:44 AM
1,GazeGesture,medium,30.000,down,7.095,9999.000,9999.000,9999.000,2,0,0,0,0,9999.000,9999.000,9999,16Sep / 12:57:10 AM
1,GazeGesture,medium,20.000,down,2.163,9999.000,9999.000,9999.000,0,1,0,1,0,9999.000,9999.000,9999,16Sep / 12:57:16 AM
1,GazeGesture,medium,20.000,down,1.697,9999.000,9999.000,9999.000,0,2,0,2,0,9999.000,9999.000,9999,16Sep / 12:57:20 AM
1,GazeGesture,medium,20.000,down,1.493,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 12:57:23 AM
1,GazeGesture,medium,20.000,down,2.049,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 12:57:42 AM
1,GazeGesture,medium,20.000,down,3.576,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 12:57:49 AM
1,GazeGesture,medium,20.000,down,2.056,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 12:57:54 AM
1,GazeGesture,medium,20.000,down,2.075,9999.000,9999.000,9999.000,0,1,0,1,0,9999.000,9999.000,9999,16Sep / 12:58:11 AM
1,GazeGesture,medium,20.000,down,1.388,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 12:58:15 AM
1,GazeGesture,medium,20.000,down,1.917,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 12:58:35 AM
1,GazeGesture,medium,20.000,down,1.698,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 12:58:39 AM
1,GazeGesture,medium,20.000,down,2.081,9999.000,9999.000,9999.000,0,1,0,1,0,9999.000,9999.000,9999,16Sep / 12:58:49 AM
1,GazeGesture,medium,20.000,down,2.254,9999.000,9999.000,9999.000,0,2,0,2,0,9999.000,9999.000,9999,16Sep / 12:59:15 AM
1,GazeGesture,small,40.000,down,15.988,9999.000,9999.000,9999.000,0,16,1,3,12,9999.000,9999.000,9999,16Sep / 12:59:34 AM
1,GazeGesture,small,40.000,down,1.899,9999.000,9999.000,9999.000,0,5,0,3,2,9999.000,9999.000,9999,16Sep / 1:00:03 AM
1,GazeGesture,small,40.000,down,2.546,9999.000,9999.000,9999.000,0,4,3,0,1,9999.000,9999.000,9999,16Sep / 1:00:08 AM
1,GazeGesture,small,40.000,down,2.435,9999.000,9999.000,9999.000,0,3,1,2,0,9999.000,9999.000,9999,16Sep / 1:00:13 AM
1,GazeGesture,small,40.000,down,1.703,9999.000,9999.000,9999.000,0,2,1,1,0,9999.000,9999.000,9999,16Sep / 1:00:17 AM
1,GazeGesture,small,40.000,up,4.685,9999.000,9999.000,9999.000,1,5,0,5,0,9999.000,9999.000,9999,16Sep / 1:00:47 AM
1,GazeGesture,small,40.000,up,14.944,9999.000,9999.000,9999.000,2,8,1,0,7,9999.000,9999.000,9999,16Sep / 1:01:04 AM
1,GazeGesture,small,40.000,up,13.299,9999.000,9999.000,9999.000,3,20,1,2,17,9999.000,9999.000,9999,16Sep / 1:01:20 AM
1,GazeGesture,small,40.000,up,3.453,9999.000,9999.000,9999.000,1,1,0,1,0,9999.000,9999.000,9999,16Sep / 1:01:26 AM
1,GazeGesture,small,40.000,up,9.357,9999.000,9999.000,9999.000,1,1,1,0,0,9999.000,9999.000,9999,16Sep / 1:01:38 AM
1,GazeGesture,medium,40.000,down,3.496,9999.000,9999.000,9999.000,0,10,0,10,0,9999.000,9999.000,9999,16Sep / 1:24:05 AM
1,GazeGesture,small,40.000,down,2.322,9999.000,9999.000,9999.000,0,6,1,5,0,9999.000,9999.000,9999,16Sep / 1:24:10 AM
1,GazeGesture,small,40.000,down,2.483,9999.000,9999.000,9999.000,0,7,1,5,1,9999.000,9999.000,9999,16Sep / 1:24:15 AM
1,GazeGesture,small,40.000,down,2.726,9999.000,9999.000,9999.000,0,3,0,3,0,9999.000,9999.000,9999,16Sep / 1:24:21 AM
1,GazeGesture,small,40.000,down,38.397,9999.000,9999.000,9999.000,0,21,7,7,7,9999.000,9999.000,9999,16Sep / 1:25:02 AM
1,GazeGesture,small,40.000,down,37.833,9999.000,9999.000,9999.000,0,33,0,2,31,9999.000,9999.000,9999,16Sep / 1:25:43 AM
1,GazeGesture,small,40.000,down,49.353,9999.000,9999.000,9999.000,0,52,5,29,18,9999.000,9999.000,9999,16Sep / 1:26:45 AM
1,GazeGesture,small,30.000,up,2.425,9999.000,9999.000,9999.000,0,6,1,5,0,9999.000,9999.000,9999,16Sep / 1:26:50 AM
1,GazeGesture,small,30.000,up,2.239,9999.000,9999.000,9999.000,0,4,2,2,0,9999.000,9999.000,9999,16Sep / 1:26:55 AM
1,GazeGesture,small,30.000,up,4.036,9999.000,9999.000,9999.000,0,12,1,3,8,9999.000,9999.000,9999,16Sep / 1:27:01 AM
1,GazeGesture,small,30.000,up,2.342,9999.000,9999.000,9999.000,0,5,2,3,0,9999.000,9999.000,9999,16Sep / 1:27:06 AM
1,GazeGesture,small,30.000,up,1.994,9999.000,9999.000,9999.000,0,2,0,2,0,9999.000,9999.000,9999,16Sep / 1:27:10 AM
1,GazeGesture,small,30.000,up,6.111,9999.000,9999.000,9999.000,1,8,1,2,5,9999.000,9999.000,9999,16Sep / 1:27:18 AM
1,GazeGesture,small,30.000,up,4.757,9999.000,9999.000,9999.000,1,4,2,1,1,9999.000,9999.000,9999,16Sep / 1:27:26 AM
1,GazeGesture,small,30.000,up,2.145,9999.000,9999.000,9999.000,0,3,0,3,0,9999.000,9999.000,9999,16Sep / 1:27:30 AM
1,GazeGesture,small,30.000,up,1.928,9999.000,9999.000,9999.000,0,1,0,1,0,9999.000,9999.000,9999,16Sep / 1:27:37 AM
1,GazeGesture,small,30.000,up,4.103,9999.000,9999.000,9999.000,0,12,2,3,7,9999.000,9999.000,9999,16Sep / 1:27:45 AM
1,GazeGesture,small,30.000,up,2.940,9999.000,9999.000,9999.000,0,5,1,2,2,9999.000,9999.000,9999,16Sep / 1:27:50 AM
1,GazeGesture,small,30.000,up,6.360,9999.000,9999.000,9999.000,1,6,0,2,4,9999.000,9999.000,9999,16Sep / 1:27:59 AM
1,GazeGesture,small,30.000,up,2.826,9999.000,9999.000,9999.000,0,3,0,1,2,9999.000,9999.000,9999,16Sep / 1:28:05 AM
1,GazeGesture,small,30.000,up,2.997,9999.000,9999.000,9999.000,0,3,0,3,0,9999.000,9999.000,9999,16Sep / 1:28:10 AM
1,GazeGesture,small,30.000,up,5.783,9999.000,9999.000,9999.000,0,1,0,0,1,9999.000,9999.000,9999,16Sep / 1:28:19 AM
1,GazeGesture,small,30.000,up,3.195,9999.000,9999.000,9999.000,0,7,1,5,1,9999.000,9999.000,9999,16Sep / 1:28:25 AM
1,GazeGesture,small,30.000,up,5.953,9999.000,9999.000,9999.000,0,3,2,0,1,9999.000,9999.000,9999,16Sep / 1:28:34 AM
1,GazeGesture,small,30.000,up,8.769,0.227,4.990,4.763,0,10,3,6,1,4.990,9999.000,9999,16Sep / 1:28:57 AM
2,GazeGesture,small,30.000,up,3.872,0.224,2.024,1.800,0,6,0,4,2,2.024,0.000,0,16Sep / 1:29:03 AM
2,GazeGesture,small,30.000,up,6.018,0.221,4.455,4.233,0,6,0,3,3,1.738,4.455,1,16Sep / 1:29:12 AM
2,GazeGesture,small,30.000,up,8.618,0.248,2.122,1.874,1,7,1,3,3,2.122,0.000,0,16Sep / 1:29:26 AM
2,GazeGesture,small,30.000,up,7.695,0.234,1.965,1.731,0,4,0,2,2,1.965,0.000,0,16Sep / 1:29:36 AM
2,GazeGesture,small,30.000,up,4.690,0.228,1.855,1.627,0,16,2,14,0,1.855,0.000,0,16Sep / 1:29:45 AM
2,GazeGesture,small,30.000,up,5.231,0.229,1.271,1.042,0,7,5,2,0,1.271,0.000,0,16Sep / 1:29:53 AM
2,GazeGesture,small,30.000,up,8.625,0.229,4.043,3.814,0,17,0,8,9,1.917,4.043,1,16Sep / 1:30:04 AM
2,GazeGesture,small,30.000,up,3.238,0.223,1.280,1.057,0,6,3,3,0,1.280,0.000,0,16Sep / 1:30:09 AM
1,ControllerClick,medium,40.000,up,6.378,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:06:22 AM
1,ControllerClick,medium,40.000,down,5.093,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:06:30 AM
1,ControllerClick,medium,30.000,up,3.774,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:06:37 AM
1,ControllerClick,small,30.000,down,4.800,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:06:45 AM
1,ControllerClick,small,20.000,up,4.236,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:06:52 AM
1,ControllerClick,small,20.000,down,4.296,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:07:02 AM
1,ControllerClick,small,40.000,up,4.811,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:07:11 AM
1,ControllerClick,small,40.000,down,2.781,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:07:16 AM
1,ControllerClick,small,30.000,up,2.306,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:07:21 AM
1,ControllerClick,big,30.000,up,1.830,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:07:25 AM
1,ControllerClick,big,30.000,down,1.533,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:07:29 AM
1,ControllerClick,big,40.000,up,1.401,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:07:33 AM
1,ControllerClick,big,40.000,down,1.369,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:07:36 AM
1,ControllerClick,medium,30.000,down,1.160,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:07:40 AM
1,ControllerClick,medium,20.000,up,1.239,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:07:43 AM
1,ControllerClick,medium,20.000,down,1.130,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:07:46 AM
1,GazeDwell,small,40.000,up,5.436,9999.000,9999.000,9999.000,0,2,1,1,0,9999.000,9999.000,9999,16Sep / 10:08:20 AM
1,GazeDwell,small,40.000,down,4.039,9999.000,9999.000,9999.000,0,10,0,6,4,9999.000,9999.000,9999,16Sep / 10:08:26 AM
1,GazeDwell,small,30.000,up,4.864,9999.000,9999.000,9999.000,0,8,1,7,0,9999.000,9999.000,9999,16Sep / 10:08:33 AM
1,GazeDwell,small,30.000,down,2.267,9999.000,9999.000,9999.000,0,4,2,2,0,9999.000,9999.000,9999,16Sep / 10:08:38 AM
1,GazeDwell,small,20.000,up,2.525,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:08:43 AM
1,GazeDwell,small,20.000,down,1.871,9999.000,9999.000,9999.000,0,8,4,2,2,9999.000,9999.000,9999,16Sep / 10:08:46 AM
1,GazeDwell,medium,40.000,up,2.751,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:08:51 AM
1,GazeDwell,medium,40.000,down,2.320,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:08:56 AM
1,GazeDwell,medium,30.000,up,1.888,9999.000,9999.000,9999.000,0,1,1,0,0,9999.000,9999.000,9999,16Sep / 10:08:59 AM
1,GazeDwell,big,30.000,up,1.978,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:09:03 AM
1,GazeDwell,big,30.000,down,1.958,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:09:07 AM
1,GazeDwell,big,20.000,up,2.027,9999.000,9999.000,9999.000,0,1,0,1,0,9999.000,9999.000,9999,16Sep / 10:09:12 AM
1,GazeDwell,big,20.000,down,2.029,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:09:16 AM
1,GazeDwell,big,40.000,up,1.987,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:09:20 AM
1,GazeDwell,big,40.000,down,1.633,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:09:24 AM
1,GazeDwell,medium,30.000,down,1.557,9999.000,9999.000,9999.000,0,1,0,1,0,9999.000,9999.000,9999,16Sep / 10:09:28 AM
1,GazeDwell,medium,20.000,up,1.126,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:09:31 AM
1,GazeDwell,medium,20.000,down,1.361,9999.000,9999.000,9999.000,0,2,2,0,0,9999.000,9999.000,9999,16Sep / 10:09:35 AM
1,GazeDwell,small,30.000,down,1.684,9999.000,9999.000,9999.000,0,5,4,1,0,9999.000,9999.000,9999,16Sep / 10:09:39 AM
1,GazeDwell,small,20.000,up,1.630,9999.000,9999.000,9999.000,0,6,1,5,0,9999.000,9999.000,9999,16Sep / 10:09:43 AM
1,GazeDwell,small,20.000,down,1.310,9999.000,9999.000,9999.000,0,3,2,1,0,9999.000,9999.000,9999,16Sep / 10:09:46 AM
1,GazeDwell,big,30.000,up,1.278,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:09:50 AM
1,GazeDwell,big,30.000,down,1.169,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:09:53 AM
1,GazeDwell,big,40.000,up,1.214,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:09:56 AM
1,GazeDwell,big,40.000,down,1.238,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:09:59 AM
1,GazeDwell,small,40.000,up,2.729,9999.000,9999.000,9999.000,0,11,1,1,9,9999.000,9999.000,9999,16Sep / 10:10:04 AM
1,GazeDwell,small,40.000,down,2.320,9999.000,9999.000,9999.000,0,9,2,3,4,9999.000,9999.000,9999,16Sep / 10:10:09 AM
1,GazeClick,small,40.000,up,3.866,9999.000,9999.000,9999.000,0,7,1,1,5,9999.000,9999.000,9999,16Sep / 10:10:44 AM
1,GazeClick,small,40.000,down,1.436,9999.000,9999.000,9999.000,0,3,1,2,0,9999.000,9999.000,9999,16Sep / 10:10:48 AM
1,GazeClick,small,30.000,up,1.715,9999.000,9999.000,9999.000,0,5,0,5,0,9999.000,9999.000,9999,16Sep / 10:10:52 AM
1,GazeClick,small,30.000,down,1.451,9999.000,9999.000,9999.000,0,3,1,2,0,9999.000,9999.000,9999,16Sep / 10:10:56 AM
1,GazeClick,small,20.000,up,1.786,9999.000,9999.000,9999.000,0,3,1,2,0,9999.000,9999.000,9999,16Sep / 10:11:00 AM
1,GazeClick,small,20.000,down,2.144,9999.000,9999.000,9999.000,0,7,0,6,1,9999.000,9999.000,9999,16Sep / 10:11:05 AM
1,GazeClick,big,40.000,up,1.701,9999.000,9999.000,9999.000,0,1,1,0,0,9999.000,9999.000,9999,16Sep / 10:11:09 AM
1,GazeClick,big,40.000,down,2.426,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:11:14 AM
1,GazeClick,big,20.000,up,1.627,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:11:18 AM
1,GazeClick,big,20.000,down,1.773,9999.000,9999.000,9999.000,0,1,1,0,0,9999.000,9999.000,9999,16Sep / 10:11:22 AM
1,GazeClick,medium,40.000,up,1.708,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:11:26 AM
1,GazeClick,medium,40.000,down,1.688,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:11:30 AM
1,GazeClick,medium,30.000,up,1.557,9999.000,9999.000,9999.000,0,1,0,1,0,9999.000,9999.000,9999,16Sep / 10:11:34 AM
1,GazeClick,big,30.000,up,1.370,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:11:37 AM
1,GazeClick,big,30.000,down,1.371,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:11:40 AM
1,GazeClick,medium,30.000,down,1.740,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:11:44 AM
1,GazeGesture,big,20.000,up,3.109,9999.000,9999.000,9999.000,0,2,2,0,0,9999.000,9999.000,9999,16Sep / 10:12:54 AM
1,GazeGesture,big,20.000,down,5.914,9999.000,9999.000,9999.000,1,6,1,4,1,9999.000,9999.000,9999,16Sep / 10:13:01 AM
1,GazeGesture,big,40.000,up,31.056,9999.000,9999.000,9999.000,3,3,1,0,2,9999.000,9999.000,9999,16Sep / 10:13:34 AM
1,GazeGesture,big,40.000,down,3.283,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:13:51 AM
1,GazeGesture,small,30.000,down,3.271,9999.000,9999.000,9999.000,0,8,2,6,0,9999.000,9999.000,9999,16Sep / 10:13:57 AM
1,GazeGesture,small,20.000,up,7.482,9999.000,9999.000,9999.000,1,9,2,5,2,9999.000,9999.000,9999,16Sep / 10:14:07 AM
1,GazeGesture,small,20.000,down,5.925,9999.000,9999.000,9999.000,1,1,0,1,0,9999.000,9999.000,9999,16Sep / 10:14:15 AM
1,GazeGesture,medium,30.000,down,3.138,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:14:29 AM
1,GazeGesture,medium,20.000,up,7.976,9999.000,9999.000,9999.000,1,2,0,2,0,9999.000,9999.000,9999,16Sep / 10:14:41 AM
1,GazeGesture,medium,20.000,down,2.044,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:14:47 AM
1,GazeGesture,medium,40.000,up,3.488,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:14:53 AM
1,GazeGesture,medium,40.000,down,3.194,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:14:59 AM
1,GazeGesture,medium,30.000,up,6.035,9999.000,9999.000,9999.000,2,5,0,5,0,9999.000,9999.000,9999,16Sep / 10:15:08 AM
1,GazeGesture,big,30.000,up,2.004,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:15:13 AM
1,GazeGesture,big,30.000,down,5.908,9999.000,9999.000,9999.000,1,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:15:22 AM
1,GazeGesture,small,40.000,up,11.138,9999.000,9999.000,9999.000,1,6,2,4,0,9999.000,9999.000,9999,16Sep / 10:15:35 AM
1,GazeGesture,small,40.000,down,4.785,9999.000,9999.000,9999.000,0,4,0,4,0,9999.000,9999.000,9999,16Sep / 10:15:46 AM
1,GazeGesture,small,30.000,up,21.819,9999.000,9999.000,9999.000,3,48,12,14,22,9999.000,9999.000,9999,16Sep / 10:16:12 AM
1,GazeGesture,big,40.000,up,2.475,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:16:19 AM
1,GazeGesture,big,40.000,down,5.633,9999.000,9999.000,9999.000,1,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:16:28 AM
1,GazeGesture,big,30.000,up,3.577,9999.000,9999.000,9999.000,1,2,0,2,0,9999.000,9999.000,9999,16Sep / 10:16:34 AM
1,GazeGesture,big,30.000,down,5.667,9999.000,9999.000,9999.000,0,1,0,1,0,9999.000,9999.000,9999,16Sep / 10:16:43 AM
1,GazeGesture,big,20.000,up,22.540,9999.000,9999.000,9999.000,1,2,2,0,0,9999.000,9999.000,9999,16Sep / 10:17:13 AM
1,GazeGesture,big,20.000,down,1.958,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:17:23 AM
1,GazeGesture,medium,40.000,up,4.001,9999.000,9999.000,9999.000,0,4,0,4,0,9999.000,9999.000,9999,16Sep / 10:17:33 AM
1,GazeGesture,medium,40.000,down,11.650,9999.000,9999.000,9999.000,0,3,0,0,3,9999.000,9999.000,9999,16Sep / 10:17:55 AM
1,GazeGesture,medium,30.000,up,43.575,9999.000,9999.000,9999.000,1,12,0,8,4,9999.000,9999.000,9999,16Sep / 10:19:14 AM
1,GazeGesture,medium,30.000,down,3.946,9999.000,9999.000,9999.000,1,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:19:22 AM
1,GazeGesture,medium,20.000,up,4.683,9999.000,9999.000,9999.000,0,1,0,1,0,9999.000,9999.000,9999,16Sep / 10:19:28 AM
1,GazeGesture,medium,20.000,down,3.099,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:19:38 AM
1,GazeGesture,small,30.000,down,6.424,9999.000,9999.000,9999.000,0,9,1,1,7,9999.000,9999.000,9999,16Sep / 10:19:48 AM
1,GazeGesture,small,20.000,up,7.647,9999.000,9999.000,9999.000,1,4,1,3,0,9999.000,9999.000,9999,16Sep / 10:19:58 AM
1,GazeGesture,small,20.000,down,7.917,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,16Sep / 10:20:21 AM
1,GazeGesture,small,40.000,up,16.095,9999.000,9999.000,9999.000,0,5,1,0,4,9999.000,9999.000,9999,16Sep / 10:20:45 AM
1,GazeGesture,small,40.000,down,4.604,9999.000,9999.000,9999.000,0,5,2,2,1,9999.000,9999.000,9999,16Sep / 10:20:55 AM
1,GazeGesture,small,30.000,up,12.173,0.234,3.233,2.998,0,8,1,6,1,3.233,9999.000,9999,16Sep / 10:21:58 AM
2,GazeGesture,small,40.000,up,9.561,0.232,2.275,2.044,1,4,1,3,0,2.275,0.000,0,16Sep / 10:22:12 AM
2,GazeGesture,small,40.000,down,7.354,0.222,4.179,3.957,0,10,2,6,2,4.179,0.000,0,16Sep / 10:22:25 AM
2,GazeGesture,small,30.000,up,4.256,0.224,1.911,1.687,0,9,1,8,0,1.911,0.000,0,16Sep / 10:22:32 AM
2,GazeGesture,big,30.000,up,13.986,0.220,1.864,1.644,2,8,1,6,1,1.864,0.000,0,16Sep / 10:22:50 AM
2,GazeGesture,big,30.000,down,4.742,0.225,2.021,1.796,0,0,0,0,0,2.021,0.000,0,16Sep / 10:23:15 AM
2,GazeGesture,big,20.000,up,5.815,0.225,4.846,4.621,0,0,0,0,0,4.846,0.000,0,16Sep / 10:23:23 AM
2,GazeGesture,big,20.000,down,5.176,0.222,2.103,1.881,0,0,0,0,0,2.103,0.000,0,16Sep / 10:23:32 AM
2,GazeGesture,small,30.000,down,5.572,0.231,1.928,1.697,0,6,0,6,0,1.928,0.000,0,16Sep / 10:23:41 AM
2,GazeGesture,small,20.000,up,5.715,0.235,1.823,1.589,0,10,5,5,0,1.823,0.000,0,16Sep / 10:23:49 AM
2,GazeGesture,small,20.000,down,6.453,0.229,3.326,3.097,0,13,2,11,0,3.326,0.000,0,16Sep / 10:23:59 AM
2,GazeClick,big,20.000,up,2.296,0.234,0.944,0.710,0,0,0,0,0,0.944,0.000,0,16Sep / 10:24:30 AM
2,GazeClick,big,20.000,down,3.042,0.222,1.121,0.899,0,0,0,0,0,1.121,0.000,0,16Sep / 10:24:36 AM
2,GazeClick,big,40.000,up,2.401,0.223,0.922,0.700,0,0,0,0,0,0.922,0.000,0,16Sep / 10:24:41 AM
2,GazeClick,big,40.000,down,2.436,0.222,0.978,0.756,0,0,0,0,0,0.978,0.000,0,16Sep / 10:24:45 AM
2,GazeClick,small,30.000,down,4.238,0.233,1.155,0.923,0,7,0,7,0,1.155,0.000,0,16Sep / 10:24:52 AM
2,GazeClick,small,20.000,up,7.152,0.222,1.533,1.310,0,14,2,10,2,1.533,0.000,0,16Sep / 10:25:02 AM
2,GazeClick,small,20.000,down,2.213,0.222,1.422,1.200,0,1,0,1,0,1.422,0.000,0,16Sep / 10:25:08 AM
2,GazeClick,medium,30.000,down,2.159,0.223,0.911,0.688,0,1,0,1,0,0.911,0.000,0,16Sep / 10:25:12 AM
2,GazeClick,medium,20.000,up,2.304,0.227,1.909,1.682,0,1,0,1,0,1.909,0.000,0,16Sep / 10:25:17 AM
2,GazeClick,medium,20.000,down,2.085,0.223,0.889,0.666,0,0,0,0,0,0.889,0.000,0,16Sep / 10:25:21 AM
2,GazeClick,small,40.000,up,7.131,0.222,1.166,0.944,0,13,0,12,1,1.166,0.000,0,16Sep / 10:25:30 AM
2,GazeClick,small,40.000,down,3.658,0.225,1.266,1.041,0,1,0,0,1,1.266,0.000,0,16Sep / 10:25:36 AM
2,GazeClick,small,30.000,up,2.650,0.223,1.021,0.798,0,10,1,1,8,1.021,0.000,0,16Sep / 10:25:41 AM
2,GazeClick,medium,40.000,up,2.197,0.222,1.156,0.933,0,0,0,0,0,1.156,0.000,0,16Sep / 10:25:45 AM
2,GazeClick,medium,40.000,down,2.087,0.222,0.889,0.667,0,0,0,0,0,0.889,0.000,0,16Sep / 10:25:49 AM
2,GazeClick,medium,30.000,up,2.023,0.222,1.032,0.811,0,1,0,1,0,1.032,0.000,0,16Sep / 10:25:54 AM
2,GazeClick,big,30.000,up,1.557,0.221,0.877,0.656,0,0,0,0,0,0.877,0.000,0,16Sep / 10:25:57 AM
2,GazeClick,big,30.000,down,1.948,0.222,1.277,1.055,0,5,0,5,0,1.277,0.000,0,16Sep / 10:26:01 AM
2,GazeClick,medium,40.000,up,3.339,0.221,2.887,2.665,0,4,0,3,1,2.887,0.000,0,16Sep / 10:26:07 AM
2,GazeClick,medium,40.000,down,3.925,0.217,1.528,1.311,0,0,0,0,0,1.528,0.000,0,16Sep / 10:26:13 AM
2,GazeClick,medium,30.000,up,2.768,0.222,1.544,1.322,0,0,0,0,0,1.544,0.000,0,16Sep / 10:26:19 AM
2,GazeClick,medium,30.000,down,2.603,0.222,1.622,1.399,0,0,0,0,0,1.622,0.000,0,16Sep / 10:26:24 AM
2,GazeClick,medium,20.000,up,3.061,0.222,0.956,0.734,0,3,0,3,0,0.956,0.000,0,16Sep / 10:26:30 AM
2,GazeDwell,big,20.000,up,1.895,0.238,0.961,0.722,0,0,0,0,0,0.961,0.000,0,16Sep / 10:26:49 AM
